Handles  NPM(K)     PM(K)     WS(K)   CPU(s)      Id  SI  ProcessName        Path
   1168      46     62578     75926    19.37   75208   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
   1057      39    167533    178271     1.43   75250   1  excel              C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE
    963      58     13966     15316    11.36   75277   1  spoolsv            C:\Windows\System32\spoolsv.exe
     99      44    113433    131487    39.43   75285   1  services           C:\Windows\System32\services.exe
    805      28     11427     19660     4.12   75329   1  sihost             C:\Windows\System32\sihost.exe
    159      50     87270    101892     4.14   75356   1  powershell         C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
   1071      40    175543    181349    19.61   75405   1  firefox            C:\Program Files\Mozilla Firefox\firefox.exe
   1135      41     37037     49167    29.23   75458   1  RuntimeBroker      C:\Windows\System32\RuntimeBroker.exe
   1284      51     25319     32420    12.94   75509   1  wininit            C:\Windows\System32\wininit.exe
    227      50    172007    187977    30.38   75556   1  ShellExperienceHost C:\Windows\System32\ShellExperienceHost.exe
    512      29     16796     23191     5.82   75585   1  taskhostw          C:\Windows\System32\taskhostw.exe
   1246      23     45219     55602    19.44   75628   1  audiodg            C:\Windows\System32\audiodg.exe
    102      28      4743      8528    38.40   75643   1  notepad            C:\Windows\System32\notepad.exe
   1302      15    150479    164148    16.09   75686   1  ShellExperienceHost C:\Windows\System32\ShellExperienceHost.exe
    476       6     22131     37007    23.15   75714   1  audiodg            C:\Windows\System32\audiodg.exe
   1105      18    139147    156596    43.85   75739   1  NisSrv             C:\Program Files\Windows Defender\NisSrv.exe
   1373      15     84617     91652    35.49   75794   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
    265      47     85831     87750    15.99   75808   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
   1058       6     33904     37485    29.16   75865   1  winword            C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE
    992      26     36014     39212     3.98   75918   1  taskhostw          C:\Windows\System32\taskhostw.exe
   1008      53     95313     97192     9.84   75967   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    753      51     52351     60021    42.34   75997   1  audiodg            C:\Windows\System32\audiodg.exe
   1204      19    117669    120568     6.39   76052   1  ShellExperienceHost C:\Windows\System32\ShellExperienceHost.exe
    403      29    149605    156604    25.29   76093   1  notepad            C:\Windows\System32\notepad.exe
    750      11      2187     13751    33.15   76113   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    550      36     65539     84091    24.87   76124   1  cmd                C:\Windows\System32\cmd.exe
   1150      23     91803    104042     7.84   76155   1  explorer           C:\Windows\explorer.exe
    535      48     23322     25348    24.14   76206   1  cmd                C:\Windows\System32\cmd.exe
    938      39     33453     42109    28.99   76244   1  Spotify            C:\Users\jsmith\AppData\Roaming\Spotify\Spotify.exe
   1084      16    176537    185980     2.93   76260   1  explorer           C:\Windows\explorer.exe
    339      14     39452     49317     6.75   76299   1  winword            C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE
    359      42      5234     14090    26.54   76332   1  sihost             C:\Windows\System32\sihost.exe
    983      32     24793     38729    31.86   76362   1  conhost            C:\Windows\System32\conhost.exe
    266      25     91747    103489    18.62   76416   1  vlc                C:\Program Files\VideoLAN\VLC\vlc.exe
    301      19    168247    185796     2.65   76457   1  Spotify            C:\Users\jsmith\AppData\Roaming\Spotify\Spotify.exe
    684      25    147692    164646    34.14   76486   1  SearchIndexer      C:\Windows\System32\SearchIndexer.exe
    856      53    168552    170490     2.00   76524   1  audiodg            C:\Windows\System32\audiodg.exe
    298      51     44358     63869    29.95   76550   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    486       5    137966    145371    16.27   76570   1  powershell         C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
    111      60     30936     39869     2.34   76624   1  taskhostw          C:\Windows\System32\taskhostw.exe
    436       7    108270    124122    30.02   76645   1  taskhostw          C:\Windows\System32\taskhostw.exe
   1393      27     55793     68625    22.49   76665   1  ctfmon             C:\Windows\System32\ctfmon.exe
    143      38      8328     27751     1.72   76672   1  taskhostw          C:\Windows\System32\taskhostw.exe
   1258       5    169005    181890    34.24   76719   1  vlc                C:\Program Files\VideoLAN\VLC\vlc.exe
   1143       7    131674    143218    21.66   76752   1  Discord            C:\Users\jsmith\AppData\Local\Discord\app-1.0.9013\Discord.exe
    843      29     41543     48507    25.85   76762   1  sihost             C:\Windows\System32\sihost.exe
    159      16    109130    115471     7.28   76795   1  ctfmon             C:\Windows\System32\ctfmon.exe
    681      12     87473     93368    26.73   76816   1  csrss              C:\Windows\System32\csrss.exe
    406      28     55991     71241    32.55   76873   1  lsass              C:\Windows\System32\lsass.exe
    746      50     39435     49957    36.27   76883   1  wmiprvse           C:\Windows\System32\wbem\WmiPrvSE.exe
   1330      12     89732    102280    32.74   76942   1  dwm                C:\Windows\System32\dwm.exe
    200      26     68783     84041    34.96   76971   1  services           C:\Windows\System32\services.exe
    789      24    175054    191704     6.89   76991   1  audiodg            C:\Windows\System32\audiodg.exe
     81      19     80002     89043    29.58   77033   1  audiodg            C:\Windows\System32\audiodg.exe
    936       5    120867    135226    14.16   77055   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    589      45     84762     89707    26.80   77095   1  ShellExperienceHost C:\Windows\System32\ShellExperienceHost.exe
    262      43    129607    136114    35.83   77155   1  Teams              C:\Users\jsmith\AppData\Local\Microsoft\Teams\current\Teams.exe
    126      16    139329    145464    16.59   77190   1  spoolsv            C:\Windows\System32\spoolsv.exe
    668      36    169578    183570    20.63   77225   1  Discord            C:\Users\jsmith\AppData\Local\Discord\app-1.0.9013\Discord.exe
     97      49     63342     79409    19.94   77237   1  Teams              C:\Users\jsmith\AppData\Local\Microsoft\Teams\current\Teams.exe
    638      22    116273    122849    29.90   77265   1  acrord32           C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe
    768      15     17163     26873    38.58   77285   1  csrss              C:\Windows\System32\csrss.exe
    521      38     14147     17316    35.21   77312   1  dllhost            C:\Windows\System32\dllhost.exe
    904      54     10287     13211    38.90   77334   1  audiodg            C:\Windows\System32\audiodg.exe
    917      33    148912    162171    43.02   77349   1  vlc                C:\Program Files\VideoLAN\VLC\vlc.exe
   1127      50    173167    190169    42.14   77382   1  notepad            C:\Windows\System32\notepad.exe
   1322      16     31386     45406     1.70   77441   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
   1299      24     64242     67894    34.37   77497   1  dllhost            C:\Windows\System32\dllhost.exe
    714      49    131834    135710    15.95   77503   1  OneDrive           C:\Users\jsmith\AppData\Local\Microsoft\OneDrive\OneDrive.exe
    612      27    146458    152588    39.59   77533   1  sihost             C:\Windows\System32\sihost.exe
    927      33    122406    130634     2.25   77560   1  excel              C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE
   1195      57    101819    120855     5.80   77615   1  winword            C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE
    838      60      4974     15163    15.45   77624   1  outlook            C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE
   1389      13     93287    103093     6.32   77635   1  Discord            C:\Users\jsmith\AppData\Local\Discord\app-1.0.9013\Discord.exe
    581      54     12049     26488     0.61   77674   1  outlook            C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE
   1289      18    127935    131619    17.60   77678   1  Spotify            C:\Users\jsmith\AppData\Roaming\Spotify\Spotify.exe
   1277      18     85059     87579    24.73   77714   1  NisSrv             C:\Program Files\Windows Defender\NisSrv.exe
   1157      56    123030    128452    17.68   77763   1  winword            C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE
    599      60    173059    174261    35.87   77812   1  firefox            C:\Program Files\Mozilla Firefox\firefox.exe
    692      13     18851     32978    15.68   77850   1  acrord32           C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe
    633      49    104476    112236    13.15   77890   1  vlc                C:\Program Files\VideoLAN\VLC\vlc.exe
   1051      50    165524    181524    37.42   77949   1  Spotify            C:\Users\jsmith\AppData\Roaming\Spotify\Spotify.exe
    549      25     60075     74205    19.18   77985   1  acrord32           C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe
   1136      31    161017    162241    15.88   78028   1  services           C:\Windows\System32\services.exe
    735      56    157792    177382     4.35   78072   1  audiodg            C:\Windows\System32\audiodg.exe
    135      21     90362     96707     6.35   78124   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
   1122       7     51781     61731    17.49   78180   1  wininit            C:\Windows\System32\wininit.exe
    285      56    150484    151200    43.11   78232   1  services           C:\Windows\System32\services.exe
    154      22     64121     73686     3.67   78286   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    677      58    106454    119636    10.39   78336   1  lsass              C:\Windows\System32\lsass.exe
    801      32      5752     25556    37.87   78356   1  spoolsv            C:\Windows\System32\spoolsv.exe
    708      47    141454    148085    40.26   78375   1  SearchIndexer      C:\Windows\System32\SearchIndexer.exe
    774      26     80780     99003     4.98   78391   1  ShellExperienceHost C:\Windows\System32\ShellExperienceHost.exe
    397      50     88365    102968     2.70   78439   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
    273      15    146739    153120    21.34   78454   1  taskhostw          C:\Windows\System32\taskhostw.exe
    148      56     82684     93334    28.14   78507   1  Spotify            C:\Users\jsmith\AppData\Roaming\Spotify\Spotify.exe
